Main Title,Full Review
Amazon prime video review best,Amazon prime video is the free trail new movies to watch in 30 days free trail. This is the concept of the high quality of the realease movies in watch on free .It is used handle very easy to sign up the email account and the sign in to watch high quality of video and sound .This is feature of free movies in 30 days and usefull ness of the with out investment money .Get loved movies freely watch.   
Nothing That Much Special,Like other paid online video websites in which we all used to see movies online. Prime Video is the same. I think Hotstar is a better one than this. The Idea used by the developers is the old one that was created by many bloggers. All they are trying is to make some investment in thus field. I think it will be better if you go for FREE JIO TV. and buy a premium membership on hotstar. I think the only this which this thing is doing well is the 30 days free trial. Everything else is already invented and has been used by millions of user across the world. Nothing New.   
Why would anyone go to amazon prime!,I have downloaded this from play store.and I found it good but the bad thing is that it is too costly.the specification of this app is good but there exist other app that have these specifications too.i recommend all of you not to use this app.use other app in the market.in india this app offers 1 month free trial for all.download this app from play store and just enjoy the free trial and uninstall this .   
I don't think it is usefull.!!,I don't think it is usefull in india because there are many sevral live tv & video app are available in india. This app is free but it is only available for 30 days for Trail use only and some channels are not free of cost. So I suggust you to please don't use this app. I prefer you to please install hotstar or voot app and the best part is that it is free of cost and all premium channels are free of cost. Thank you for support.!   
Nice Prime videos,It has good show . Glod to be a Prime chstomer after trial. Nice to watch shows from season 1 . Please develpaper kodi addon as I watch media only using kodj - Pc . How about windows 10 uwp? Also we are paying to watch shows. Then why censor and spoil our experience? Its not live tv . Self appointed'Sanakarit police'?     Just the right kind of entertainement requrid . Amazing pictures and sound quality . Rich content and oringinals and to top it up you jave GrandTour one of my favorite tv hosts whith aww inspiri g cars and challeges you have just made TopGear a thing of the 1800s . Kudos to amazon for bringing prime to India and again revolutionizing prime time entertainment.   
Amazon Prime Video what fun without a screen cast,Amazon Prime Video what fun without a screen cast. Never thought Amazon though so late to compete with likes of Netflix would be so laid back in terms of its features as well. The look and feel is pretty old fashioned seems as if it has launched in haste. The biggest flaw I cannot watch it on my big screen LED smart TV I opened the app on my phone and saw there is no cast button to cast it over my TV or any other device this is so so old school. It seems suddenly the world has gone back all the way.     I would rate it 2 out 5   
Average,The amazon prime video chips away at the idea that it is a film watching entryway. it is somewhat on the costly side when contrasted with other . the application gets constrain shut numerous a circumstances . the application has a noteworthy issue that even you are utilizing a rapid web association the application downsize the quality and it stalls out in the wake of playing for 30 min once in a while . the format is alright and there is nothing great about it the capacities are likewise alright the application is not that helpful and effortlessly be abstained from considering the cost   
Below Average,The amazon prime video works on the concept that it is a movie watching portal. it is slightly on the expensive side as compared to other . the app gets force closed many a times . the app has a major problem that even you are using a high speed internet connection the app downgrades the quality and it gets stuck after playing for 30 min sometimes . the layout is ok and there is nothing impressive about it the functions are also ok the app is not that useful and easily be avoided considering the price   
Amazon prime arrives in india,Amazon prime is a good step ahead by the e-retail giant amazon in india. It faces a tough competition from the likes of hotstar and netflix but I am pretty sure that prime will hold its own ground. It has a good and easy to use interface which could be figured out by any general user. The content of this platform is great as amazon had tied up various famous indian content creators and has all signed contracts with famous international shows to bring in some of the best content out there to their platform.its a must use for any avid content lover as a non user is missing out on some serious content out there.its quite cheap when compared with its competition so it has a higher chance of being a success. Get your subscription now to start binging on prime.??   
PRIME COMES TO INDIA,Earlier prime was only limit to abroad countries. But few months ago Amazon started its prime membership in India too.     With this membership u can get many more advantages than a normal customer . U can get 15 minutes early access to any product. And 1 -2 months ago amazon also started its prime video in India. In this u get access to thousand of movies and tv shows which are popular in abroad as well as India too. u can download any time and watch it any time as whatever is your need. But if you are member of amazon prime then only you can access the amazon prime video.   
Serious bug in video playing,Hello guys everyone would be aware of new Amazon Prime Video so I thought to use it but I found a very serious bug in it that whether you have a high speed net or not if you are playing a long video around 30 minute or more than it than I qurantee you that the video will get stop after every 10 minutes because I have checked it with my 5 more friends they are having the same problem if you try go watch some long videos than you will notice this problem as I have also complained to them by mailing they said that they are working for more improvement etc but my recomendation say that if a product is not successfully build than why to showoff right guys so this my duty as I am a reviewer of MouthShut so I just shared my problem.   
Amazon prime video is so costly,Amazon prime video is very costly. I download this app from playstore. I watch a movie by paying money. It so costly. I prefer to download movie or watch it on Vidmate in free of cost. The video quality is good and every movie is easily available on this store. I like to say that if you want to watch movie you can see on vidmate or download it utorrent.   
Commen Men's Player,As Amazon has many web serives outside India.Here the one of them is Amazon Prime Video Which is resently came to India at the end of 2016. At interaly there are fe mw show's  movies etc are avilabe .As I am using this for over a month I have seen that there is increase in contain as well as the quality of this contain is good there is are various of contain for every Age group Consumer .Also it have Offline fearture which help's when internet connection is not there.The streaming quality as well as there is smooth streaming of high definetion contain take place.The price is also so cheap that at 500rs for one year this is way cheap the it's raivel   
This would be best if allow to stream live Cricket,Hi     I am going to share my Amazon Prime Video experiance in rewiew via mouthshut.com.     Before I say something lets check what it is Amazon Prime?     Simply if I say then its like "Hotstar or Jio cinema" .Agree?     But the difference b/w hotstar and this app"Live streaming".     This is really make hotstar popular in country like INDIA where cricket flows in everyone's blood.     App features:     1.Download/stream movies/tv shows anytime/anywhere.     2.Available to download feature is also available.you can download only selected items.     Cons.     Only oneIts only 30days free trial.After 30days you have to pay 499/month.Not for only using prime video app including amazon.in Prime service.     And yesI know You will not pay anything.Me too.     But overall     Good appgood quality in low quality.     I will give 3star to amazon prime vidio.   
Online Amazon,Amazon prime Video is finally here. As the average broadband speed in india grows and with the entry of free service from reliance jio Video streaming is becoming  the norm for many users. The entry of Amazon prime video promises to change the game And its means a new rival for netflix.       Amazon prime video  subscription has a flat out fee of RS 499 per annum and is part of the amazon prime Membership for the e-commerce giant in india. This comes up to around Rs 42 a month. You need to remember that with amazon prime subscription you also get guaranteed free one-day two-day and standard shipping You and your family members can watch Prime Video on three different screens simultaneously with a single membership.   
Good video application,Now a day amazon doing work in any felid because it give good facilities to our customer and customer like there services.     after these it is launch Amazon prime video apllication with good facilites of viewing video in any network it run in any handset like moblie computer  tablet etc.     it is the video stream app and amazon give a 30 days free demo to use this application to give customers respnse.     we view any thing like annimation movie  serial  movie and other in any lanuage in ang time .     it good facility is the video is not bufferd and give full shows of the any video and it is also avaliable freely in playstore download.     it also contain good quality of sound.   
Good Must Give it a Try,I am enjoying "amazon.in" prime membership from last 6 to 7 months @Rs499/annum in that all the prime benefits for shopping is there as early access to lighting deals free delivery etc plus I noticed I am able to watch good collection of movies via live streaming mode n that too on my phone just by downloading amazon prime video app and in some movies they give download feature too in HD/SD or whatever quality you want and speed of streaming and downloading is awesome even I have 2 mbps connection. So don't wait go for Amazon Prime.     Thank You.   
Amazon prime vedio the best,Amazon prime is the best vedio streaming app I have ever seen it is good from netflix in may ways by its vedio quality by its subscription rate and also by its streaming speed which far more than any other streaming site amazon prime vedio has also become leading after its succesful launched you can subscribe to it by paying only 499 annually which has got a wide range of products and channels on it and has also launched its app which can be downloaded from play store and can be used so I will only suggest to people to get through amazon prime and enjoy real life and tv shows.   
Good app,Amazon prime vedio is brilliant app because it provides lot of movies vedio songs and many more then I love it. In Amazon prime vedio provide good quality movies and good sounds. It gives a option for download. You can also download movies and vedio in these app. Amazon prime vedio is also available in play store. These app provides a review option. If any person love these app and write something good and write something feedback in the reviews. Then Amazon prime vedio aap solve all problems and upgrade it for the customers. In Amazon prime vedio it gives 30 days trial pack if some people love it then by monthly and yearly pack in the Amazon prime vedio app   
Amazon Prime video is a average app.,Hi Friends     I want to share my experience by Amazon Prime Video app.i had installed this app recently but this was not up to my expectations.The concept of the app is we can watch Tv shows movies videos on this app.But the video quality is not HD.The app is also somewhat slow and it takes a long time to open the videos.the design of the app is good and it is attractive.If we watch videos online then there is a disturbance with adds.This app takes more space so my mobile performance is becoming slow y this app.It does not contain all programs.     This app is average and it was not up to my expectations.I would not recommend this app as it was slow and not much useful.So Friends think before you want to experiment this app because it was not so good.     Thank you.   
Not good performance,Hello Everyone I am telling about the Amazon Prime Video app which did not liked me.Recently Amazon launched this application in Android IOS and Window.Yesterday I was watching TV and I saw its ad than I instantly downloaded this application in my android phone.After install this take the much time during open this and its login process is bad.I tried login with my Amazon account but its not logged in and I would changed passward of my Amazon shopping site but it has not changed.I faced many problems with login process.After that I created new account and logged in but its performance was very poor.Overall this app is not good.It has some errors that is not comfotable for any phone.This app is doing some problem in my phone like as its automatically closed and downloading problem.It is take much space of phone memory.By the way its layout and design is very attractive and good but its very high graphical which is take much internet data and take much opening time.The main disadvantage of this app its service is paid after 30 days.This app is giving only trial service for 30 days.Amazon prime video is not good from Netflix app.Its concept is not good because many application available on internet which are gives free service.So its concept not good.In this app features is limited and not much better.However this app is useful but its take much internet data while we are playing any video in this app.So guys acoording my above details I do not recommend this.     Thank you.!   
New and best TV and Video app on the internet!,The new Amazon Prime Video is the latest TV and movie platform on the app stores introduced by AMAZON! It is available for a free 30 day trial for new users and I have downloaded the app and writing about my experience with the app.     Before everything Amazon Prime Video is a live TV and movies app which has all the latest and old movies and TV shows available at your fingertips. They are offering a free 30 day trial and after that they will charge Rs. 499 for a month. The app is very nice and has a very interactive interface! Everything is available on the app!        LIVE TV!        HOLLYWOOD MOVIES!        VIDEO MUSIC!        BOLLYWOOD MOVIES!        VIDEO CHANNELS and much more.           Also it provides facility to download and save videos offline if you wish to watch them later or so. Great and useful app.     Full of entertainment and joy.     Certainly I recommend the app to all and I will subscribe the app even after the trial period for sure!   
Honest Review: Amazon Prime Video,I tried the Amazon Prime one month free trial and I was hooked up to it to the core. I am usually the English TV series person and this app has a lot of English TV series available for just Rs 499/- a month. This is a version of Netflix and is very pleasant.     Amazon Prime can be easily downloaded from Google Play store and you can sync it with your Amazon Shopping App so it takes all the login information from there. There’s a quick tour of the app when you first install it and start using it.     The app is very easy to understand and it has a huge library of good movies and TV series. Amazon Prime has some Prime Exclusive series too which are worth a watch.     Features on the Amazon Prime Video App:     When you open the app you see the Home Tab – Under the Home Tab you’ll see the following:     a. The New Arrival and Best Collection on the Top     b. If you have started using Prime – it then has the Watch Next Sub-tab which will have the on-going or seen movies / TV Series     c. Amazon Original Series: This has some real good collection of the Prime original series. I am real eager to watch ‘Good Girls Revolt’     d. Latest Movies: This will have the latest movies in the Amazon Prime Collection. At the moment I can see – Baar Baar Dekho Fan etc. I feel they can have some more good collection in movies. Maybe they have more collection in the purchased version. I am currently in the last few days of my free trial.     e. Latest TV: This has the collection of TV series that are in their library. I am currently watching Mom. And believe me a review is up for that TV series     The Home Tab covers many different categories and has the ‘See more’ clickable option next to every category.     The app has an easy to use ‘Search’ tab. You can simply type and search your TV Series or movies are in there.     There’s also a ‘Download’ link when you open the Series or movies I am sure it is to watch the series/ movie offline.     This app is an absolute delight and given the fact that the quality is changeable as per your WiFi/Data saving skills are awesome.     Am I happy with Amazon Prime?     Yes. It is not as good as Netflix but it is certainly in the race.     Will I purchase the Plan?     Yes certainly.     Will I recommend it to others?     Of course!   
Online video nice concept,Amazing prime video is base on online movie serial and video watch     Waise to kafi iss tarah ke concept ki app he iss me Amazon ne entry li he but collection aur freshness wise kuch hatke lag rahi he yeh app so starting experience of good     App design is good looking simple and beautiful     Function easy to use and very smooth app usege not more bug this is good for slow net connection user     Overall not new concept but collection and new video availability is useful to this app I rated 4 star for this app   
Satisfactory work till now,With a totally different idea of business amazon a leading online shopping store now introduces amazon prime video in which one can watch any movies whether indian or hollywood at a very low cost. Not only this on a new registration they also give an access to watch 30 movies of any kind totally free. This new start of amazon will take some time to get published completely but once it will get famous it will also get fame just like youtube. Amazon prime video is available on website as well as an android app thus a person can enjoy watching movies whether on laptop or on the mobile on the go or travelling   
Amazing Amazon,For example in addition to providing an overall star rating for a product you can rate and comment on individual features of that product-such as battery life on an iPod Nano. You can also create new attributes to rate.Customer Ratings is currently a beta feature and is not yet available for every product.   
This is the best app,Its awesome and very very nice app it is useful for all of us we can buy anything from tis app products are awesome and the amazing amazon prime video is also best I have seen my favourite video on it and the app is used also for knowledge I don't have any complaints with this app so I say that who didn't download this app should download   
Excellent,It was very useful app with low price and good qualitygood discount and offers available in this .It has very good customer support in india best online shopping ever.Service from amazon is very good and fastest online shopping than others got the delivery before the on time it is good for cheap and best quality products online payment and cash on delivery is excellent .getting frew coupon cards is also very good.   
Amazon Prime Video,Great featured site launched by Amazon. The concept of gathering all videos like movies shows series Hollywood or Bollywood is really great and unique. One will find all desired movies series shows in one place with great picture and sound quality. It was designed so uniquely don't have to shuffle here and there for desired videos every video were well categorized and search option is also there for direct search of any desired video. We can change the language option too for the Hollywood movies into Hindi. We can add the movies or shows to watch later option where the watch later list toolbar separately shown in the site which makes viewing much more convenient. Best ever any video viewing site. The website is also comes with 30 days free trail and if one feel useful can purchase the membership with very nominal rates.   
Giving out free for one month,Its awesome like none another and the viewing interface of the videos was very nice and the audio and video quality was quite nice.featuring some prime content its was awesome seeing the videos but the think I will suggest it has some less content to become popular in india and they can work with many more things and I think it was useful to see its also giving out free trial for the first month and its good step to attract consumers and gain more of them by amazon but the fact is video for being popular in india is less   
Amazon,Amazon is the no 1 official shoping site in india it is easily found many products shirts shoes paints etc it is the easily provide free home delivery any products you have complaint it is easily returned amazon address it is the no 1 site of the other shoping site like snapdeal flipkart etc. Amazon is easily use in any computer phone tablet it is the best idea off shoping always amazon gives the heavy discount me   
Not so much material available but still good App,Amazon is offering a good platform for watching videos including movies episodes and many other things but the only issue is they have very less material available. eg:- I searched for different movies that are easily available on google but not on Amazon Prime. So my suggestion to them is to enhance their limits and make more customers happy. The layout and design of app is good and it is very simple to use. No buffering while playing videos online. It also offers the different options like download the video etc.   
GREAT online shopping website,I have been buying lots of things from Amzon and I am very thankfull to amazon It gives me well things every thing I bought from amazon is pretty good. I know that employees have some issues with this company but I find their service is world leading. Delivery is usually on time returns are handled quickly and fuss-free. More and more they are my go-to supplier. The best thing I got selfie stick I got a selfie stick in 120+ delivery charge 50 its is like 1000rs.selfie stick in this price I always use amazon for buying anything   
8 Reasons Why Amazon Prime is Worth $99,    With the current pricing schedule being$99 per year your cost per month for Amazon Prime was$8.25/month.        And if you’re a student Amazon offers a 6-month free trial but that’s not all: Amazon Prime for students is just$49/year!        Netflix currently charges$7.99 a month for access to their streaming titles. That’s it.$7.99 doesn’t get you a DVD in the mail once a month nor any of Amazon Prime’s other offered services.        Having an Amazon Prime Account gives you access to 500000 Kindle titles.        This. The biggest perk of having an Amazon Prime account is the free two day shipping on select products.        For those running their own companies either out of home or in a rented space Prime is virtually a must have        We’ve all been there. You’re in one store or another and you’ve picked up all the items you require only to step into the cue and see two or three more products that you want at relatively low prices.        Yes there are occasions in which you may find a product available online for a few dollars cheaper than you would on Amazon including shipping costs.      
VERY INTERESTING AMAZON PRIME VIDEO,AMAZON PRIME VIDEO IS BEST ONE TO USE     ITS REDUCING THE DATA USAGES     WHERE AS AMAZON COMPANY GIVING A ONE MONTH TRIAL PACKS     THAT KIND OF TRIAL PACK MORE AND MOST USEFUL TO KNOW ABOUT THE USES OF AMAZON PRIME VIDEO     ITS CLARITY WAS VERY HIGH IN NATURE     LAYOUT AND DESIGNS ARE VERY INTERESTING TO SEE     THEY HAVE A MANY FEATURES AND FUNCTION WITH THEM     ITS VERY USEFUL ONE TO DOWNLOADING AND WATCHING SUCH TYPE OF VIDEO   
Best experience ever!,Amazon prime video is a Internet VOD( video on demand) service. It offers TV shows movies etc.     Recently it was launched in India also but it is already available in almost all parts of the world. It's a subscription based services.     Its a app named Amazon prime & can be download able from playstore.     I have used it & using it and will share my good experience of using it.     So I will consider it's cons & why & what I like about it. I became huge fan of Amazon after started using it.     So consider some points good things about it     1 it's content     2 subscription charges     3 speed     4.Quality of content     5 whether downloadable or not     6 content worth with respect to price     & also consider later some cons of it.     Pros-     Subscription - - - - Basically its very cheap as compared to other subscription Video on demand services.     It's subscription price is Rs 499/per year or Rs 42 per month in India.     Content quality - - - - Quality is available in best better good data saver mode and can be watchable in any quality as desired and net pack availability.     The best quality content is HD high quality content & give very good experience to watch.     In one hour according to app-     The best quality uses 0.46 gb     Better quality uses 0.26gb     Good quality 0.18gb     Data saver 0.12gb     So it asks in which quality you want to watch that's awesome. So on based of our net pack availability it can be adjusted that's nice.     Also this above feature is available for both downloading & steaming.     Also one can choose wifi or cell phone data.     Content availability - - - - - -     The availability of content is also awesome & big. It has latest movies of bollywood Hollywood tv series latest tv series movies of different genres are available. Also Amazon exclusive TV series is also available.     New Bollywood releases of 2015/16 are also available widely. I have watched movies like Sultan kabali etc.     Many Hollywood movies in good quality is available & full TV series are also available which I like the most.     Content can also be download able.     TV series with new episodes like of The man in the high castle BOSCOH Red Oaks Hand of God Transparent etc are also available.     Speed - - speed is good not an issue with speed as content Quality with respect to Internet can be adjusted in both streaming & downloading.     Some Cons     So in my opinion no cons also good pros of using this. As its better when I compared it with other services.     So overall the features are great it provides good content of Bollywood Hollywood movies web series tv shows in a very adequate appropriate price. Also prime subscription has alot more benefits.     And for one month for trial it's free also. So I would recommend it to everyone this service. It great to go with it.     Hence I will give 5 out of 5 stars from my side based on my good experience.   
Best app video without advertise,I install amazon prime video app .here I can watch movies including all regional television show and many more programme and shows. best part of this app is we can offline our daily serials or movies and this is without ad.so this app really so good save time because there is no ad it provide video with high quality .there is many option like regional movies international show everything is available here.   
Slow loading and low quality video,I install amazon prime because it provide online access to television movies and many more video with offline feature and no advertise .but when I install this it take long time for install .after install I find that it not provide all television show . I decided to play movie but it take long time and slow loading even I use airtel 4g. when movie start the quality of video is 144 p there is no option to change the quality so lake of many feature .so watch movies and show on this is totally waste of time.   
